"Overall","Asian/PI","Black","Hispanic","Other","White"
0.00847192800171128,0.00843110805230566,0.00847599453978168,0.00844312138728321,0.00848154362416105,0.00847297667325209
0.00847893683341988,0.00612491397109434,0.00751368954758197,0.00626346820809245,0.00785805369127514,0.00866041385047305
0.00853510833358792,0.00862938747419141,0.00789808892355701,0.00934728323699419,0.00919463087248319,0.00857376520744504
0.00853442532775098,0.00638596008258781,0.00679093213728554,0.00711028901734101,0.00875100671140936,0.0087637014314927
0.00817353696176992,0.0060030970406057,0.00622640405616229,0.00659098265895951,0.00834496644295299,0.00842407195591131
